Id,Label,date_of_episode
A4337,sergey rachmaninov,"December 24, 1984"
A5397,william shakespeare,"December 24, 1984"
A438,benjamin britten,"December 26, 1984"
A881,chuck berry,"December 26, 1984"
A977,country ham,"December 26, 1984"
A1394,elvis presley,"December 26, 1984"
A1699,gene vincent,"December 26, 1984"
A2478,john lennon,"December 26, 1984"
A2917,little richard,"December 26, 1984"
A4776,the coasters,"December 26, 1984"
A1618,franz schubert,"December 27, 1984"
A1898,gustav mahler,"December 27, 1984"
A3004,ludwig van beethoven,"December 27, 1984"
A3201,maurice ravel,"December 27, 1984"
A4108,robert schumann,"December 27, 1984"
A433,ben webster,"December 28, 1984"
A492,bill farrell,"December 28, 1984"
A1206,don redman and his orchestra,"December 28, 1984"
A1262,duke ellington,"December 28, 1984"
A1628,fred waring his pennsylvanians,"December 28, 1984"
A3938,quincy jones,"December 28, 1984"
A4269,sam browne,"December 28, 1984"
A5147,tommy dorsey,"December 28, 1984"
A908,claudio monteverdi,"January 11, 1985"
A1287,eartha kitt,"January 11, 1985"
A1962,harry partch,"January 11, 1985"
A1983,hector berlioz,"January 11, 1985"
A3004,ludwig van beethoven,"January 11, 1985"
A3201,maurice ravel,"January 11, 1985"
A3280,michael tippett,"January 11, 1985"
A4954,the police,"January 11, 1985"
A189,andre previn,"January 18, 1985"
A461,bessie smith,"January 18, 1985"
A2682,keith jarrett,"January 18, 1985"
A2830,leonard bernstein,"January 18, 1985"
A3962,ralph vaughan williams,"January 18, 1985"
A4697,the band,"January 18, 1985"
A4705,the beatles,"January 18, 1985"
A5382,william bolcom,"January 18, 1985"
A1624,fred elizalde,"January 25, 1985"
A2501,john rutter,"January 25, 1985"
A2522,johnny desmond,"January 25, 1985"
A3867,pierre phalese,"January 25, 1985"
A4681,the alan parsons project,"January 25, 1985"
A4937,the omsk russian ensemble,"January 25, 1985"
A5320,walter zehle,"January 25, 1985"
A5383,william boyce,"January 25, 1985"
A1207,don t be cruel,"February 1, 1985"
A1725,george frideric handel,"February 1, 1985"
A2014,henry purcell,"February 1, 1985"
A2132,igor stravinsky,"February 1, 1985"
A3421,my favourite things,"February 1, 1985"
A3973,ravi shankar,"February 1, 1985"
A4161,roque cordero,"February 1, 1985"
A5266,victor silvester his ballroom orchestra,"February 1, 1985"
A222,ann peebles,"February 8, 1985"
A506,billie holiday,"February 8, 1985"
A651,bruce springsteen,"February 8, 1985"
A737,carly simon,"February 8, 1985"
A1936,harlem shuffle,"February 8, 1985"
A2208,j j cale,"February 8, 1985"
A4538,stephen sondheim,"February 8, 1985"
A5058,the weather girls,"February 8, 1985"
A1262,duke ellington,"February 15, 1985"
A1358,elisabeth schwarzkopf,"February 15, 1985"
A1454,ernest chausson,"February 15, 1985"
A1618,franz schubert,"February 15, 1985"
A3201,maurice ravel,"February 15, 1985"
A3957,ralph benatzky,"February 15, 1985"
A4108,robert schumann,"February 15, 1985"
A5469,yves montand,"February 15, 1985"
A255,antonio vivaldi,"February 22, 1985"
A438,benjamin britten,"February 22, 1985"
A444,benny goodman,"February 22, 1985"
A1657,gabriel faure,"February 22, 1985"
A2427,johann sebastian bach,"February 22, 1985"
A2931,lon clark,"February 22, 1985"
A3004,ludwig van beethoven,"February 22, 1985"
A4629,talking union,"February 22, 1985"
A123,alexander scriabin,"March 1, 1985"
A264,aram khachaturian,"March 1, 1985"
A1616,franz liszt,"March 1, 1985"
A1749,georges bizet,"March 1, 1985"
A2484,john mccormack,"March 1, 1985"
A5189,treorchy male choir,"March 1, 1985"
A5357,where the blue of the night,"March 1, 1985"
A1129,der ring des nibelungen,"March 8, 1985"
A1515,felix mendelssohn,"March 8, 1985"
A2304,jean sibelius,"March 8, 1985"
A2856,les paul,"March 8, 1985"
A3653,ottorino respighi,"March 8, 1985"
A3861,piano concerto no 2,"March 8, 1985"
A4058,richard wagner,"March 8, 1985"
A5401,william walton,"March 8, 1985"
A729,carl sandberg,"March 15, 1985"
A1618,franz schubert,"March 15, 1985"
A1880,groovin high,"March 15, 1985"
A2427,johann sebastian bach,"March 15, 1985"
A2456,john gay,"March 15, 1985"
A2952,loretta lynn,"March 15, 1985"
A5418,wolfgang amadeus mozart,"March 15, 1985"
A1057,dave brubeck,"March 22, 1985"
A1443,eric simms,"March 22, 1985"
A1448,erik satie,"March 22, 1985"
A1639,frederick delius,"March 22, 1985"
A1824,glenn miller,"March 22, 1985"
A1897,gustav holst,"March 22, 1985"
A2184,isla cameron,"March 22, 1985"
A4959,the quintet,"March 22, 1985"
A506,billie holiday,"March 29, 1985"
A881,chuck berry,"March 29, 1985"
A1262,duke ellington,"March 29, 1985"
A1695,gene kelly,"March 29, 1985"
A1815,giuseppe verdi,"March 29, 1985"
A2427,johann sebastian bach,"March 29, 1985"
A3666,pablo pau casals,"March 29, 1985"
A5418,wolfgang amadeus mozart,"March 29, 1985"
A936,cole porter,"April 5, 1985"
A1326,edward elgar,"April 5, 1985"
A1824,glenn miller,"April 5, 1985"
A2193,it s now or never,"April 5, 1985"
A2800,lee dorsey,"April 5, 1985"
A3977,ray charles,"April 5, 1985"
A4705,the beatles,"April 5, 1985"
A5349,wham,"April 5, 1985"
A764,cat stevens,"April 12, 1985"
A1043,danny la rue,"April 12, 1985"
A1228,doris stokes,"April 12, 1985"
A1599,frank sinatra,"April 12, 1985"
A1634,freddie starr,"April 12, 1985"
A2353,jim reeves,"April 12, 1985"
A2810,lena martell,"April 12, 1985"
A248,antonin dvorak,"April 19, 1985"
A726,carl orff,"April 19, 1985"
A761,cast of cats,"April 19, 1985"
A1071,david darling,"April 19, 1985"
A1390,elton john,"April 19, 1985"
A2425,johann pachelbel,"April 19, 1985"
A5099,three dog night,"April 19, 1985"
A5333,waylon jennings,"April 19, 1985"
A1618,franz schubert,"April 26, 1985"
A1686,gay weinberger,"April 26, 1985"
A1725,george frideric handel,"April 26, 1985"
A1790,giacomo puccini,"April 26, 1985"
A4207,royal scottish national orchestra,"April 26, 1985"
A5015,the st joseph s maori girls choir,"April 26, 1985"
A5418,wolfgang amadeus mozart,"April 26, 1985"
A1348,elaine paige,"May 3, 1985"
A1599,frank sinatra,"May 3, 1985"
A1790,giacomo puccini,"May 3, 1985"
A2074,hubert parry,"May 3, 1985"
A3352,moira anderson,"May 3, 1985"
A4114,robert white,"May 3, 1985"
A4991,the scots guards,"May 3, 1985"
A702,camille saint saens,"May 10, 1985"
A1338,eileen cameron and ensemble,"May 10, 1985"
A1725,george frideric handel,"May 10, 1985"
A1740,george melly,"May 10, 1985"
A2614,julian lloyd webber,"May 10, 1985"
A3004,ludwig van beethoven,"May 10, 1985"
A4139,roger whittaker,"May 10, 1985"
A4732,the bulgarian acapella,"May 10, 1985"
A438,benjamin britten,"May 17, 1985"
A1413,engelbert humperdinck,"May 17, 1985"
A1725,george frideric handel,"May 17, 1985"
A1925,hamlisch kleban,"May 17, 1985"
A2427,johann sebastian bach,"May 17, 1985"
A3524,nina simone,"May 17, 1985"
A3894,poppie nongena,"May 17, 1985"
A5401,william walton,"May 17, 1985"
A651,bruce springsteen,"January 10, 1986"
A670,buddy holly,"January 10, 1986"
A1020,daltrey,"January 10, 1986"
A1042,danny kaye,"January 10, 1986"
A1657,gabriel faure,"January 10, 1986"
A2871,levy and ensemble,"January 10, 1986"
A3004,ludwig van beethoven,"January 10, 1986"
A4705,the beatles,"January 10, 1986"
A811,charlie parker,"January 17, 1986"
A1325,edvard grieg,"January 17, 1986"
A1637,frédéric chopin,"January 17, 1986"
A2114,ian dury,"January 17, 1986"
A2298,jean luc ponty,"January 17, 1986"
A2304,jean sibelius,"January 17, 1986"
A3168,marvin gaye,"January 17, 1986"
A5336,weather report,"January 17, 1986"
A152,alma cogan,"January 24, 1986"
A670,buddy holly,"January 24, 1986"
A1236,dory previn,"January 24, 1986"
A1749,georges bizet,"January 24, 1986"
A2478,john lennon,"January 24, 1986"
A2590,joyce grenfell,"January 24, 1986"
A2816,leo delibes,"January 24, 1986"
A3004,ludwig van beethoven,"January 24, 1986"
A1326,edward elgar,"January 31, 1986"
A1857,graham peel,"January 31, 1986"
A2074,hubert parry,"January 31, 1986"
A3245,mercer george cory,"January 31, 1986"
A3962,ralph vaughan williams,"January 31, 1986"
A4384,shirley ross,"January 31, 1986"
A4538,stephen sondheim,"January 31, 1986"
A5303,w h auden,"January 31, 1986"
A375,barbra streisand,"February 7, 1986"
A1170,dire straits,"February 7, 1986"
A2252,jailhouse rock,"February 7, 1986"
A2315,jeffrey osborne,"February 7, 1986"
A2530,johnny mathis,"February 7, 1986"
A4705,the beatles,"February 7, 1986"
A4800,the drifters,"February 7, 1986"
A4952,the platters,"February 7, 1986"
A272,aretha franklin,"February 14, 1986"
A1618,franz schubert,"February 14, 1986"
A1815,giuseppe verdi,"February 14, 1986"
A2554,joni mitchell,"February 14, 1986"
A3168,marvin gaye,"February 14, 1986"
A3834,peter warlock,"February 14, 1986"
A5418,wolfgang amadeus mozart,"February 14, 1986"
A106,aled jones,"February 21, 1986"
A430,ben kingsley,"February 21, 1986"
A438,benjamin britten,"February 21, 1986"
A1285,early music consort of london,"February 21, 1986"
A1554,foreigner,"February 21, 1986"
A2760,lakshmi shankar,"February 21, 1986"
A3839,phil collins,"February 21, 1986"
A3962,ralph vaughan williams,"February 21, 1986"
A1342,eilidh and gillie mackenzie,"February 28, 1986"
A1515,felix mendelssohn,"February 28, 1986"
A1657,gabriel faure,"February 28, 1986"
A1818,glasgow orpheus choir,"February 28, 1986"
A1960,harry nilsson,"February 28, 1986"
A2694,kenneth mckellar,"February 28, 1986"
A3004,ludwig van beethoven,"February 28, 1986"
A5403,willie nelson,"February 28, 1986"
A444,benny goodman,"March 7, 1986"
A912,cleo laine,"March 7, 1986"
A1262,duke ellington,"March 7, 1986"
A2514,john williams,"March 7, 1986"
A3201,maurice ravel,"March 7, 1986"
A3919,professor peter schickele,"March 7, 1986"
A4299,scherzo in b flat minor op 31,"March 7, 1986"
A4690,the argument,"March 7, 1986"
A1064,davey arthur,"March 14, 1986"
A1740,george melly,"March 14, 1986"
A1766,geraldo s gaucho tango orchestra,"March 14, 1986"
A2791,layton johnstone,"March 14, 1986"
A3099,margaret whiting,"March 14, 1986"
A3646,oscar straus,"March 14, 1986"
A4041,richard harris,"March 14, 1986"
A4860,the ink spots,"March 14, 1986"
A375,barbra streisand,"March 21, 1986"
A506,billie holiday,"March 21, 1986"
A719,careless love,"March 21, 1986"
A1790,giacomo puccini,"March 21, 1986"
A3161,martin luther king jr,"March 21, 1986"
A3969,randy crawford,"March 21, 1986"
A5246,vangelis,"March 21, 1986"
A30,aaron copland,"March 28, 1986"
A438,benjamin britten,"March 28, 1986"
A1326,edward elgar,"March 28, 1986"
A1815,giuseppe verdi,"March 28, 1986"
A1983,hector berlioz,"March 28, 1986"
A3004,ludwig van beethoven,"March 28, 1986"
A4409,simon garfunkel,"March 28, 1986"
A4577,stubby kaye,"March 28, 1986"
A438,benjamin britten,"April 4, 1986"
A1618,franz schubert,"April 4, 1986"
A1725,george frideric handel,"April 4, 1986"
A1898,gustav mahler,"April 4, 1986"
A5094,thomas tallis,"April 4, 1986"
A5418,wolfgang amadeus mozart,"April 4, 1986"
A79,al martino,"April 11, 1986"
A248,antonin dvorak,"April 11, 1986"
A2430,johannes brahms,"April 11, 1986"
A3255,mgm studio orchestra,"April 11, 1986"
A3356,monica sinclair,"April 11, 1986"
A3932,pyotr ilyich tchaikovsky,"April 11, 1986"
A5256,vera lynn,"April 11, 1986"
A5418,wolfgang amadeus mozart,"April 11, 1986"
A26,a nightingale sang in berkeley square,"May 30, 1986"
A314,astrud gilberto,"May 30, 1986"
A1326,edward elgar,"May 30, 1986"
A1599,frank sinatra,"May 30, 1986"
A3461,neil diamond,"May 30, 1986"
A3932,pyotr ilyich tchaikovsky,"May 30, 1986"
A4052,richard rodgers,"May 30, 1986"
A4306,schonberg kretzmer,"May 30, 1986"
A1326,edward elgar,"June 6, 1986"
A2478,john lennon,"June 6, 1986"
A2870,let it rock,"June 6, 1986"
A3524,nina simone,"June 6, 1986"
A3872,pink floyd,"June 6, 1986"
A5072,thelonious monk,"June 6, 1986"
A5349,wham,"June 6, 1986"
A5388,william henry monk,"June 6, 1986"
A255,antonio vivaldi,"June 13, 1986"
A417,begum akhtar,"June 13, 1986"
A3004,ludwig van beethoven,"June 13, 1986"
A3457,nazakat ali etc,"June 13, 1986"
A4705,the beatles,"June 13, 1986"
A5120,to the monastery,"June 13, 1986"
A5278,vilayat khan,"June 13, 1986"
A5418,wolfgang amadeus mozart,"June 13, 1986"
A297,arthur sullivan,"June 20, 1986"
A357,band of hm royal marines,"June 20, 1986"
A1169,dionne warwick,"June 20, 1986"
A1537,flanders and swann,"June 20, 1986"
A1662,gaetano donizetti,"June 20, 1986"
A3226,mcdonald hastings,"June 20, 1986"
A4697,the band,"June 20, 1986"
A5418,wolfgang amadeus mozart,"June 20, 1986"
A3004,ludwig van beethoven,"June 27, 1986"
A3270,michael jackson,"June 27, 1986"
A3934,queen,"June 27, 1986"
A4555,stevie wonder,"June 27, 1986"
A4705,the beatles,"June 27, 1986"
A4991,the scots guards,"June 27, 1986"
A5418,wolfgang amadeus mozart,"June 27, 1986"
A438,benjamin britten,"July 4, 1986"
A1515,felix mendelssohn,"July 4, 1986"
A2304,jean sibelius,"July 4, 1986"
A2427,johann sebastian bach,"July 4, 1986"
A2572,joseph haydn,"July 4, 1986"
A3004,ludwig van beethoven,"July 4, 1986"
A4336,sergei prokofiev,"July 4, 1986"
A5397,william shakespeare,"July 4, 1986"
A273,ariel ramirez,"July 11, 1986"
A444,benny goodman,"July 11, 1986"
A2430,johannes brahms,"July 11, 1986"
A3004,ludwig van beethoven,"July 11, 1986"
A3932,pyotr ilyich tchaikovsky,"July 11, 1986"
A4291,sarah vaughan,"July 11, 1986"
A4423,sir harrison birtwistle,"July 11, 1986"
A5418,wolfgang amadeus mozart,"July 11, 1986"
A1510,fats waller,"July 18, 1986"
A1725,george frideric handel,"July 18, 1986"
A1978,haydn richter molter,"July 18, 1986"
A2427,johann sebastian bach,"July 18, 1986"
A2572,joseph haydn,"July 18, 1986"
A3056,malcolm mceachern,"July 18, 1986"
A4283,sanger och epistlar,"July 18, 1986"
A5418,wolfgang amadeus mozart,"July 18, 1986"
A248,antonin dvorak,"July 25, 1986"
A1824,glenn miller,"July 25, 1986"
A3554,noel coward,"July 25, 1986"
A4337,sergey rachmaninov,"July 25, 1986"
A4419,sir cliff richard,"July 25, 1986"
A4705,the beatles,"July 25, 1986"
A5189,treorchy male choir,"July 25, 1986"
A5418,wolfgang amadeus mozart,"July 25, 1986"
A1312,edith piaf,"August 1, 1986"
A1448,erik satie,"August 1, 1986"
A2427,johann sebastian bach,"August 1, 1986"
A2602,judy collins,"August 1, 1986"
A4054,richard strauss,"August 1, 1986"
A4443,slave to love,"August 1, 1986"
A4705,the beatles,"August 1, 1986"
A4917,the modern jazz quartet,"August 1, 1986"
A1725,george frideric handel,"August 8, 1986"
A1886,guantanamera,"August 8, 1986"
A2132,igor stravinsky,"August 8, 1986"
A2753,la nina de los peines,"August 8, 1986"
A2956,los calchakis,"August 8, 1986"
A4220,ruggero leoncavallo,"August 8, 1986"
A5278,vilayat khan,"August 8, 1986"
A5418,wolfgang amadeus mozart,"August 8, 1986"
A1170,dire straits,"August 15, 1986"
A1702,genesis,"August 15, 1986"
A1824,glenn miller,"August 15, 1986"
A2530,johnny mathis,"August 15, 1986"
A2908,lionel richie,"August 15, 1986"
A3270,michael jackson,"August 15, 1986"
A4555,stevie wonder,"August 15, 1986"
A5420,wooden heart,"August 15, 1986"
A82,alain goraguer et son ensemble,"August 22, 1986"
A109,alessandro marcello,"August 22, 1986"
A255,antonio vivaldi,"August 22, 1986"
A508,billy connolly,"August 22, 1986"
A1725,george frideric handel,"August 22, 1986"
A1790,giacomo puccini,"August 22, 1986"
A2478,john lennon,"August 22, 1986"
A5027,the supremes,"August 22, 1986"
A301,artie shaw,"August 29, 1986"
A438,benjamin britten,"August 29, 1986"
A1326,edward elgar,"August 29, 1986"
A1618,franz schubert,"August 29, 1986"
A1983,hector berlioz,"August 29, 1986"
A2304,jean sibelius,"August 29, 1986"
A4054,richard strauss,"August 29, 1986"
A5423,woody herman,"August 29, 1986"
A297,arthur sullivan,"September 5, 1986"
A681,burl ives,"September 5, 1986"
A1815,giuseppe verdi,"September 5, 1986"
A1964,harry roy margorie kingsley et al,"September 5, 1986"
A2517,johnnie ray,"September 5, 1986"
A2523,johnny duncan his bluegrass boys,"September 5, 1986"
A4993,the seekers,"September 5, 1986"
A5418,wolfgang amadeus mozart,"September 5, 1986"
A1326,edward elgar,"September 12, 1986"
A1897,gustav holst,"September 12, 1986"
A1898,gustav mahler,"September 12, 1986"
A2427,johann sebastian bach,"September 12, 1986"
A2715,king s college chapel choir,"September 12, 1986"
A2841,leos janacek,"September 12, 1986"
A3004,ludwig van beethoven,"September 12, 1986"
A4054,richard strauss,"September 12, 1986"
A1296,eddie cochran,"September 19, 1986"
A1325,edvard grieg,"September 19, 1986"
A1509,fats domino,"September 19, 1986"
A1897,gustav holst,"September 19, 1986"
A1960,harry nilsson,"September 19, 1986"
A3298,mike berry,"September 19, 1986"
A3705,pat boone,"September 19, 1986"
A4795,the diamonds,"September 19, 1986"
A506,billie holiday,"September 26, 1986"
A1207,don t be cruel,"September 26, 1986"
A1280,eagles,"September 26, 1986"
A2236,jackson browne,"September 26, 1986"
A3445,nat king cole,"September 26, 1986"
A3650,otis redding,"September 26, 1986"
A3910,prince,"September 26, 1986"
A4697,the band,"September 26, 1986"
A1395,embraceable you,"October 3, 1986"
A1599,frank sinatra,"October 3, 1986"
A1635,freddy gardner,"October 3, 1986"
A2228,jack teagarden,"October 3, 1986"
A3348,modest mussorgsky,"October 3, 1986"
A3771,peggy lee,"October 3, 1986"
A3977,ray charles,"October 3, 1986"
A4705,the beatles,"October 3, 1986"
A116,alexander borodin,"October 10, 1986"
A415,bedrich smetana,"October 10, 1986"
A779,cesar franck,"October 10, 1986"
A1515,felix mendelssohn,"October 10, 1986"
A1616,franz liszt,"October 10, 1986"
A1725,george frideric handel,"October 10, 1986"
A4991,the scots guards,"October 10, 1986"
A5296,vladimir ashkenazy,"October 10, 1986"
A1618,franz schubert,"October 17, 1986"
A1749,georges bizet,"October 17, 1986"
A2304,jean sibelius,"October 17, 1986"
A2427,johann sebastian bach,"October 17, 1986"
A2572,joseph haydn,"October 17, 1986"
A3004,ludwig van beethoven,"October 17, 1986"
A3932,pyotr ilyich tchaikovsky,"October 17, 1986"
A5418,wolfgang amadeus mozart,"October 17, 1986"
A726,carl orff,"October 24, 1986"
A737,carly simon,"October 24, 1986"
A1540,fleetwood mac,"October 24, 1986"
A2427,johann sebastian bach,"October 24, 1986"
A3004,ludwig van beethoven,"October 24, 1986"
A3201,maurice ravel,"October 24, 1986"
A4409,simon garfunkel,"October 24, 1986"
A4555,stevie wonder,"October 24, 1986"
A255,antonio vivaldi,"October 31, 1986"
A1312,edith piaf,"October 31, 1986"
A2245,jacques brel,"October 31, 1986"
A2715,king s college chapel choir,"October 31, 1986"
A4377,shirley bassey,"October 31, 1986"
A4952,the platters,"October 31, 1986"
A5246,vangelis,"October 31, 1986"
A564,bob dylan,"November 7, 1986"
A737,carly simon,"November 7, 1986"
A2033,hess brown,"November 7, 1986"
A2656,kate anna mcgarrigle,"November 7, 1986"
A2940,london voices,"November 7, 1986"
A3135,mark knopfler,"November 7, 1986"
A4309,schwartz,"November 7, 1986"
A5071,theatre workshop,"November 7, 1986"
A248,antonin dvorak,"November 14, 1986"
A533,bix beiderbecke,"November 14, 1986"
A2372,jimmy rushing,"November 14, 1986"
A2429,johann strauss ii,"November 14, 1986"
A3769,pee wee russell,"November 14, 1986"
A3932,pyotr ilyich tchaikovsky,"November 14, 1986"
A5367,wild bill davison,"November 14, 1986"
A5418,wolfgang amadeus mozart,"November 14, 1986"
A1727,george gershwin,"November 21, 1986"
A1790,giacomo puccini,"November 21, 1986"
A2132,igor stravinsky,"November 21, 1986"
A2197,ivan lins,"November 21, 1986"
A3081,manuel de falla,"November 21, 1986"
A3201,maurice ravel,"November 21, 1986"
A4058,richard wagner,"November 21, 1986"
A4459,some enchanted evening,"November 21, 1986"
A904,claude debussy,"November 28, 1986"
A905,claude joseph rouget de l isle,"November 28, 1986"
A3199,maurice jarre,"November 28, 1986"
A3934,queen,"November 28, 1986"
A4058,richard wagner,"November 28, 1986"
A4705,the beatles,"November 28, 1986"
A5246,vangelis,"November 28, 1986"
A5412,wings,"November 28, 1986"
A1312,edith piaf,"December 5, 1986"
A1815,giuseppe verdi,"December 5, 1986"
A2445,john denver,"December 5, 1986"
A2759,ladysmith black mambazo,"December 5, 1986"
A3429,myvanwy jenn,"December 5, 1986"
A4056,richard tauber,"December 5, 1986"
A4686,the andrews sisters,"December 5, 1986"
A5418,wolfgang amadeus mozart,"December 5, 1986"
A74,al green,"December 12, 1986"
A651,bruce springsteen,"December 12, 1986"
A1169,dionne warwick,"December 12, 1986"
A1599,frank sinatra,"December 12, 1986"
A2060,hot chocolate,"December 12, 1986"
A2179,isaac hayes,"December 12, 1986"
A2404,joe cocker,"December 12, 1986"
A3168,marvin gaye,"December 12, 1986"
A533,bix beiderbecke,"December 19, 1986"
A1262,duke ellington,"December 19, 1986"
A1326,edward elgar,"December 19, 1986"
A1599,frank sinatra,"December 19, 1986"
A1622,fred astaire,"December 19, 1986"
A2531,johnny mercer,"December 19, 1986"
A3201,maurice ravel,"December 19, 1986"
A4517,stanley holloway,"December 19, 1986"
A285,art tatum,"January 9, 1987"
A491,bill evans,"January 9, 1987"
A1262,duke ellington,"January 9, 1987"
A1368,ella fitzgerald,"January 9, 1987"
A1599,frank sinatra,"January 9, 1987"
A2132,igor stravinsky,"January 9, 1987"
A2603,judy garland,"January 9, 1987"
A3201,maurice ravel,"January 9, 1987"
A904,claude debussy,"January 16, 1987"
A1223,dooley wilson,"January 16, 1987"
A1348,elaine paige,"January 16, 1987"
A1594,frank loesser,"January 16, 1987"
A1897,gustav holst,"January 16, 1987"
A2470,john kander,"January 16, 1987"
A3004,ludwig van beethoven,"January 16, 1987"
A3932,pyotr ilyich tchaikovsky,"January 16, 1987"
A1280,eagles,"January 23, 1987"
A1312,edith piaf,"January 23, 1987"
A1790,giacomo puccini,"January 23, 1987"
A2210,jack buchanan,"January 23, 1987"
A3554,noel coward,"January 23, 1987"
A3837,petula clark,"January 23, 1987"
A4427,sir john betjeman,"January 23, 1987"
A5442,yehudi menuhin,"January 23, 1987"
A567,bob geldof midge ure,"January 30, 1987"
A779,cesar franck,"January 30, 1987"
A1615,franz lehar,"January 30, 1987"
A1618,franz schubert,"January 30, 1987"
A1815,giuseppe verdi,"January 30, 1987"
A1853,gracie fields,"January 30, 1987"
A3004,ludwig van beethoven,"January 30, 1987"
A3864,piano sonata no 2 in b flat minor op 35,"January 30, 1987"
A163,amaswazi emvelo,"February 6, 1987"
A459,bertolt brecht,"February 6, 1987"
A564,bob dylan,"February 6, 1987"
A1898,gustav mahler,"February 6, 1987"
A2376,jimmy yancey,"February 6, 1987"
A2427,johann sebastian bach,"February 6, 1987"
A2955,lorraine ellison,"February 6, 1987"
A4953,the pogues,"February 6, 1987"
A908,claudio monteverdi,"February 20, 1987"
A2014,henry purcell,"February 20, 1987"
A2599,judi dench,"February 20, 1987"
A2763,lambert,"February 20, 1987"
A3004,ludwig van beethoven,"February 20, 1987"
A5088,thomas arne,"February 20, 1987"
A5397,william shakespeare,"February 20, 1987"
A5418,wolfgang amadeus mozart,"February 20, 1987"
A276,arnold bax,"February 27, 1987"
A886,cicely courtneidge,"February 27, 1987"
A1012,d indy,"February 27, 1987"
A1326,edward elgar,"February 27, 1987"
A1370,ella fitzgerald orchestra,"February 27, 1987"
A1898,gustav mahler,"February 27, 1987"
A2770,larry kent broadway orchestra,"February 27, 1987"
A3232,mel torme,"February 27, 1987"
A438,benjamin britten,"March 6, 1987"
A1804,gioachino rossini,"March 6, 1987"
A2427,johann sebastian bach,"March 6, 1987"
A2841,leos janacek,"March 6, 1987"
A3280,michael tippett,"March 6, 1987"
A3602,olivier messiaen,"March 6, 1987"
A4058,richard wagner,"March 6, 1987"
A5418,wolfgang amadeus mozart,"March 6, 1987"
A974,count basie,"March 13, 1987"
A1368,ella fitzgerald,"March 13, 1987"
A2012,henry mancini,"March 13, 1987"
A2749,l bonfa a maria,"March 13, 1987"
A2809,lena horne,"March 13, 1987"
A3050,mahalia jackson,"March 13, 1987"
A4058,richard wagner,"March 13, 1987"
A4117,roberta flack,"March 13, 1987"
A364,barbara cook,"March 20, 1987"
A444,benny goodman,"March 20, 1987"
A762,cast of chorus line,"March 20, 1987"
A1326,edward elgar,"March 20, 1987"
A1460,erroll garner,"March 20, 1987"
A2413,joe loss and his band,"March 20, 1987"
A2603,judy garland,"March 20, 1987"
A3793,perry como,"March 20, 1987"
A90,alan opey,"March 27, 1987"
A297,arthur sullivan,"March 27, 1987"
A1296,eddie cochran,"March 27, 1987"
A1417,ennio morricone,"March 27, 1987"
A2519,johnny cash,"March 27, 1987"
A2582,joshua rifkin,"March 27, 1987"
A2614,julian lloyd webber,"March 27, 1987"
A3187,massed choirs,"March 27, 1987"
A526,bing crosby,"April 3, 1987"
A936,cole porter,"April 3, 1987"
A1326,edward elgar,"April 3, 1987"
A1749,georges bizet,"April 3, 1987"
A2306,jeanette macdonald,"April 3, 1987"
A3015,lulu,"April 3, 1987"
A3771,peggy lee,"April 3, 1987"
A4041,richard harris,"April 3, 1987"
A365,barbara dickson,"April 10, 1987"
A1326,edward elgar,"April 10, 1987"
A1390,elton john,"April 10, 1987"
A1599,frank sinatra,"April 10, 1987"
A1725,george frideric handel,"April 10, 1987"
A2288,janis joplin,"April 10, 1987"
A2323,jeremiah clarke,"April 10, 1987"
A4514,stanley andrews,"April 10, 1987"
A1326,edward elgar,"April 17, 1987"
A2430,johannes brahms,"April 17, 1987"
A3306,mikis theodorakis,"April 17, 1987"
A3445,nat king cole,"April 17, 1987"
A4336,sergei prokofiev,"April 17, 1987"
A5317,walter huston,"April 17, 1987"
A5418,wolfgang amadeus mozart,"April 17, 1987"
A5469,yves montand,"April 17, 1987"
A670,buddy holly,"April 24, 1987"
A811,charlie parker,"April 24, 1987"
A2745,kurt weill,"April 24, 1987"
A2976,louie bellson,"April 24, 1987"
A3376,morriston orpheus choir,"April 24, 1987"
A4326,sean o riada,"April 24, 1987"
A4802,the dubliners,"April 24, 1987"
A5418,wolfgang amadeus mozart,"April 24, 1987"
A1326,edward elgar,"May 1, 1987"
A1599,frank sinatra,"May 1, 1987"
A2570,joseph canteloube,"May 1, 1987"
A3004,ludwig van beethoven,"May 1, 1987"
A3724,patti lupone,"May 1, 1987"
A3872,pink floyd,"May 1, 1987"
A4705,the beatles,"May 1, 1987"
A5176,toto,"May 1, 1987"
A405,be my love,"July 3, 1987"
A2158,iordanis tsomidis,"July 3, 1987"
A2842,leroy anderson,"July 3, 1987"
A3201,maurice ravel,"July 3, 1987"
A3411,music in the world of islam,"July 3, 1987"
A3445,nat king cole,"July 3, 1987"
A4705,the beatles,"July 3, 1987"
A4798,the doors,"July 3, 1987"
A415,bedrich smetana,"July 10, 1987"
A1727,george gershwin,"July 10, 1987"
A2304,jean sibelius,"July 10, 1987"
A3606,on the street where you live,"July 10, 1987"
A4705,the beatles,"July 10, 1987"
A5416,winston churchill,"July 10, 1987"
A5418,wolfgang amadeus mozart,"July 10, 1987"
A375,barbra streisand,"July 17, 1987"
A1725,george frideric handel,"July 17, 1987"
A1790,giacomo puccini,"July 17, 1987"
A2809,lena horne,"July 17, 1987"
A3748,paul simon,"July 17, 1987"
A4705,the beatles,"July 17, 1987"
