Unique Identifier,episode_ref,track_name,date,date_text,decade,castaway_ref,std_name,std_artist,std_artist_id
7478,936,Cantata No. 106: Gottes Zeit ist die allerbeste Zeit by Johann Sebastian Bach,9/12/1997,"September 12,1997",90,2556,sir frank kermode,johann sebastian bach,A2427
7479,936,"Piano Sonata No. 32 in C minor, Op. 111 - 2. Arietta by Ludwig van Beethoven",9/12/1997,"September 12,1997",90,2556,sir frank kermode,ludwig van beethoven,A3004
7476,936,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,9/12/1997,"September 12,1997",90,2556,sir frank kermode,wolfgang amadeus mozart,A5418
7477,936,Che soave zeffiretto (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,9/12/1997,"September 12,1997",90,2556,sir frank kermode,wolfgang amadeus mozart,A5418
7465,935,Flute Sonata No. 1 in B minor - 1st movement by Johann Sebastian Bach,9/19/1997,"September 19,1997",90,2834,ursula owen,johann sebastian bach,A2427
7462,934,Enigma Variations - Dorabella by Edward Elgar,9/26/1997,"September 26,1997",90,1881,mike leigh obe,edward elgar,A1326
7460,934,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco) by Giuseppe Verdi",9/26/1997,"September 26,1997",90,1881,mike leigh obe,giuseppe verdi,A1815
7463,934,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,9/26/1997,"September 26,1997",90,1881,mike leigh obe,wolfgang amadeus mozart,A5418
7456,933,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,9/28/1997,"September 28,1997",90,2112,peter o sullevan,ludwig van beethoven,A3004
7448,932,"The Dream of Gerontius -  Rescue him, O Lord by Edward Elgar",10/10/1997,"October 10,1997",90,1442,jools holland,edward elgar,A1326
7440,931,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,10/17/1997,"October 17,1997",90,2372,rose tremain,wolfgang amadeus mozart,A5418
7415,928,Bassoon Concerto in B flat major by Wolfgang Amadeus Mozart,11/7/1997,"November 7,1997",90,1384,john julius norwich,wolfgang amadeus mozart,A5418
7406,927,"Tu, che di gel sei cinta (from Turandot) by Giacomo Puccini",11/14/1997,"November 14,1997",90,159,anthony minghella,giacomo puccini,A1790
7401,927,"St Matthew Passion - Mache dich, mein Herze by Johann Sebastian Bach",11/14/1997,"November 14,1997",90,159,anthony minghella,johann sebastian bach,A2427
7402,927,Goldberg Variations - Aria by Johann Sebastian Bach,11/14/1997,"November 14,1997",90,159,anthony minghella,johann sebastian bach,A2427
7403,927,Viola da Gamba Sonata No. 1 in G major - 3rd movement by Johann Sebastian Bach,11/14/1997,"November 14,1997",90,159,anthony minghella,johann sebastian bach,A2427
9199,1151,"Piano Sonata No. 21 in B flat major, D960 -2nd movement by Franz Schubert",11/21/1997,"November 21,1997",90,2577,sir isaiah berlin,franz schubert,A1618
9194,1151,"Ah, fors' è lui (from La traviata) by Giuseppe Verdi",11/21/1997,"November 21,1997",90,2577,sir isaiah berlin,giuseppe verdi,A1815
9195,1151,Violin Concerto No. 2 in E major - 2nd movement by Johann Sebastian Bach,11/21/1997,"November 21,1997",90,2577,sir isaiah berlin,johann sebastian bach,A2427
9196,1151,"Piano Sonata No. 32 in C minor, Op. 111 by Ludwig van Beethoven",11/21/1997,"November 21,1997",90,2577,sir isaiah berlin,ludwig van beethoven,A3004
9198,1151,"String Quartet No.14 in C sharp minor, Op. 131 by Ludwig van Beethoven",11/21/1997,"November 21,1997",90,2577,sir isaiah berlin,ludwig van beethoven,A3004
9200,1151,L'ho perduta (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,11/21/1997,"November 21,1997",90,2577,sir isaiah berlin,wolfgang amadeus mozart,A5418
7393,926,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,11/28/1997,"November 28,1997",90,2768,thelma holt,ludwig van beethoven,A3004
7391,925,Zaïde by Wolfgang Amadeus Mozart,12/5/1997,"December 5,1997",90,1684,loyd grossman,wolfgang amadeus mozart,A5418
7382,924,Act 2 Aria (from Rigoletto) by Giuseppe Verdi,12/12/1997,"December 12,1997",90,2066,paula rego,giuseppe verdi,A1815
7369,923,Symphony No. 9 in D minor 'Choral' - 3rd movement by Ludwig van Beethoven,12/19/1997,"December 19,1997",90,436,chris haskins,ludwig van beethoven,A3004
7362,922,Che gelida manina (Your tiny hand is frozen) (from La Bohème) by Giacomo Puccini,12/26/1997,"December 26,1997",90,1081,harry secombe,giacomo puccini,A1790
7341,919,Eugene Onegin Introduction by Peter Ilyich Tchaikovsky,1/16/1998,"January 16,1998",90,2050,paul hogarth,pyotr ilyich tchaikovsky,A3932
7334,918,Act 1 Duet (from Rigoletto) by Giuseppe Verdi,1/23/1998,"January 23,1998",90,1423,john tomlinson,giuseppe verdi,A1815
7330,918,Concerto for Two Violins in D minor - 2nd movement by Johann Sebastian Bach,1/23/1998,"January 23,1998",90,1423,john tomlinson,johann sebastian bach,A2427
7332,918,Riconosci in quest' amplesso (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,1/23/1998,"January 23,1998",90,1423,john tomlinson,wolfgang amadeus mozart,A5418
7324,917,"Si, mi chiamano Mimi (from La Bohème) by Giacomo Puccini",1/30/1998,"January 30,1998",90,1096,helena kennedy qc,giacomo puccini,A1790
7328,917,Suite for Solo Cello No. 1 in G major by Johann Sebastian Bach,1/30/1998,"January 30,1998",90,1096,helena kennedy qc,johann sebastian bach,A2427
7317,916,Clarinet Concerto in A major - 2nd movement by Wolfgang Amadeus Mozart,2/6/1998,"February 6,1998",90,492,colin dexter,wolfgang amadeus mozart,A5418
7550,945,String Quintet in C major by Franz Schubert,2/13/1998,"February 13,1998",90,636,david wynne,franz schubert,A1618
7548,945,Suite for Solo Cello No. 1 in G major - Sarabande by Johann Sebastian Bach,2/13/1998,"February 13,1998",90,636,david wynne,johann sebastian bach,A2427
7546,945,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,2/13/1998,"February 13,1998",90,636,david wynne,ludwig van beethoven,A3004
7545,945,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,2/13/1998,"February 13,1998",90,636,david wynne,wolfgang amadeus mozart,A5418
7551,945,Sull'aria (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,2/13/1998,"February 13,1998",90,636,david wynne,wolfgang amadeus mozart,A5418
7310,915,Pomp & Circumstance March No. 2 in A minor by Edward Elgar,2/20/1998,"February 20,1998",90,2291,richard noble,edward elgar,A1326
7291,913,Christmas Oratorio by Johann Sebastian Bach,3/6/1998,"March 6,1998",90,181,archie norman mp,johann sebastian bach,A2427
7296,913,Requiem in D minor by Wolfgang Amadeus Mozart,3/6/1998,"March 6,1998",90,181,archie norman mp,wolfgang amadeus mozart,A5418
7266,910,Cantata No. 56: Ich will den Kreustab by Johann Sebastian Bach,3/27/1998,"March 27,1998",90,104,andrew motion,johann sebastian bach,A2427
7272,910,Suite for Solo Cello No. 6 in D major by Johann Sebastian Bach,3/27/1998,"March 27,1998",90,104,andrew motion,johann sebastian bach,A2427
7269,910,"Piano Sonata No. 29 in B flat major, Op. 106 'Hammerklavier - 3rd movement by Ludwig van Beethoven",3/27/1998,"March 27,1998",90,104,andrew motion,ludwig van beethoven,A3004
7248,907,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,4/17/1998,"April 17,1998",90,1461,judi dench,wolfgang amadeus mozart,A5418
7240,906,Piano Concerto No. 26 in D major 'Coronation' by Wolfgang Amadeus Mozart,4/24/1998,"April 24,1998",90,2651,sir terry frost,wolfgang amadeus mozart,A5418
7226,905,Piano Trio No. 1 in B flat major by Franz Schubert,5/1/1998,"May 1,1998",90,2551,sir ernest hall,franz schubert,A1618
7223,904,Musical Offering - Ricercar a 3 by Johann Sebastian Bach,5/8/1998,"May 8,1998",90,2719,susan blackmore,johann sebastian bach,A2427
7206,902,St Matthew Passion - O Haupt voll Blut by Johann Sebastian Bach,5/22/1998,"May 22,1998",90,2543,sir david willcocks,johann sebastian bach,A2427
7207,902,Serenade No. 13 in G major 'Eine kleine Nachtmusik' - 4th movement by Wolfgang Amadeus Mozart,5/22/1998,"May 22,1998",90,2543,sir david willcocks,wolfgang amadeus mozart,A5418
8376,1048,"Well-Tempered Clavier, Book 1 - Fugue in C major by Johann Sebastian Bach",6/5/1998,"June 5,1998",90,1507,kathleen hale,johann sebastian bach,A2427
7192,900,"Psalm 23, D706 by Franz Schubert",6/12/1998,"June 12,1998",90,962,geoffrey smith,franz schubert,A1618
7157,896,String Quintet in C major - 2nd movement by Franz Schubert,7/10/1998,"July 10,1998",90,2728,sybille bedford,franz schubert,A1618
7154,896,Brandenburg Concerto No. 1 in F Major by Johann Sebastian Bach,7/10/1998,"July 10,1998",90,2728,sybille bedford,johann sebastian bach,A2427
7158,896,Concerto for Two Violins in D minor - 2nd movement by Johann Sebastian Bach,7/10/1998,"July 10,1998",90,2728,sybille bedford,johann sebastian bach,A2427
7153,896,Piano Concerto No. 1 in C major by Ludwig van Beethoven,7/10/1998,"July 10,1998",90,2728,sybille bedford,ludwig van beethoven,A3004
7155,896,Dove sono (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,7/10/1998,"July 10,1998",90,2728,sybille bedford,wolfgang amadeus mozart,A5418
7156,896,"Deh vieni, non tardar (from The Marriage of Figaro) by Wolfgang Amadeus Mozart",7/10/1998,"July 10,1998",90,2728,sybille bedford,wolfgang amadeus mozart,A5418
7159,896,Horn Concerto No. 3 in E flat major by Wolfgang Amadeus Mozart,7/10/1998,"July 10,1998",90,2728,sybille bedford,wolfgang amadeus mozart,A5418
7160,896,"Deh! vieni, alla finestra (from Don Giovanni) by Wolfgang Amadeus Mozart",7/10/1998,"July 10,1998",90,2728,sybille bedford,wolfgang amadeus mozart,A5418
7152,895,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,7/17/1998,"July 17,1998",90,2406,rt hon jack straw mp,wolfgang amadeus mozart,A5418
7137,894,Well-Tempered Clavier Book 1 - Fugue in C minor by Johann Sebastian Bach,7/24/1998,"July 24,1998",90,1124,howard brenton,johann sebastian bach,A2427
7144,894,"Cantata No. 202: Weichet nur, betrübte Schatten by Johann Sebastian Bach",7/24/1998,"July 24,1998",90,1124,howard brenton,johann sebastian bach,A2427
7140,894,Dove sono (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,7/24/1998,"July 24,1998",90,1124,howard brenton,wolfgang amadeus mozart,A5418
7127,892,Missa Solemnis - Kyrie by Ludwig van Beethoven,8/7/1998,"August 7,1998",90,2220,ralph steadman,ludwig van beethoven,A3004
7107,890,Clarinet Concerto in A major - 2nd movement by Wolfgang Amadeus Mozart,8/21/1998,"August 21,1998",90,1590,les murray,wolfgang amadeus mozart,A5418
7104,889,La traviata Act 3 by Giuseppe Verdi,8/28/1998,"August 28,1998",90,2217,ralph koltai,giuseppe verdi,A1815
7091,888,E Lucevan le Stelle from Act 3 of Tosca by Giacomo Puccini,9/4/1998,"September 4,1998",90,1691,lucy gannon,giacomo puccini,A1790
7096,888,St John Passion by Johann Sebastian Bach,9/4/1998,"September 4,1998",90,1691,lucy gannon,johann sebastian bach,A2427
7088,887,Irrlicht (from Winterreise) by Franz Schubert,11/6/1998,"November 6,1998",90,2045,paul daniel,franz schubert,A1618
7083,887,St Matthew Passion by Johann Sebastian Bach,11/6/1998,"November 6,1998",90,2045,paul daniel,johann sebastian bach,A2427
7079,886,Symphony No. 9 in D minor 'Choral' - Ode to Joy by Ludwig van Beethoven,11/8/1998,"November 8,1998",90,1448,joseph rotblat,ludwig van beethoven,A3004
7758,971,"Porgi, amor (from The Marriage of Figaro) by Wolfgang Amadeus Mozart",11/13/1998,"November 13,1998",90,2434,rumer godden,wolfgang amadeus mozart,A5418
7047,882,Cello Concerto in E minor - 3rd movement by Edward Elgar,12/11/1998,"December 11,1998",90,1385,john keegan,edward elgar,A1326
7043,882,"An die Musik (To Music), D547 by Franz Schubert",12/11/1998,"December 11,1998",90,1385,john keegan,franz schubert,A1618
7046,882,Clarinet Concerto in A major - 2nd movement by Wolfgang Amadeus Mozart,12/11/1998,"December 11,1998",90,1385,john keegan,wolfgang amadeus mozart,A5418
7022,879,String Quintet in C major - 2nd movement by Franz Schubert,12/27/1998,"December 27,1998",90,581,david attenborough,franz schubert,A1618
7019,879,Chromatic Fantasia and Fugue in D Minor by Johann Sebastian Bach,12/27/1998,"December 27,1998",90,581,david attenborough,johann sebastian bach,A2427
7017,879,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,12/27/1998,"December 27,1998",90,581,david attenborough,wolfgang amadeus mozart,A5418
7010,878,Brandenburg Concerto No. 2 in F major - 1st movement by Johann Sebastian Bach,1/8/1999,"January 8,1999",90,578,dave brubeck,johann sebastian bach,A2427
7016,878,Symphony No. 9 in D minor 'Choral' - Ode to Joy by Ludwig van Beethoven,1/8/1999,"January 8,1999",90,578,dave brubeck,ludwig van beethoven,A3004
7008,877,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,1/15/1999,"January 15,1999",90,472,clare hollingworth,edward elgar,A1326
7007,877,Symphony No. 8 in B minor 'Unfinished' by Franz Schubert,1/15/1999,"January 15,1999",90,472,clare hollingworth,franz schubert,A1618
6999,876,The Light of Life - Meditation by Edward Elgar,1/22/1999,"January 22,1999",90,626,david shepherd,edward elgar,A1326
6989,875,Mass in B minor - Sanctus by Johann Sebastian Bach,1/29/1999,"January 29,1999",90,2446,ruth prawer jhabvala,johann sebastian bach,A2427
6992,875,String Quartet by Ludwig van Beethoven,1/29/1999,"January 29,1999",90,2446,ruth prawer jhabvala,ludwig van beethoven,A3004
6969,873,String Quintet in C major - 2nd movement by Franz Schubert,2/12/1999,"February 12,1999",90,96,andras schiff,franz schubert,A1618
6972,873,Harpsichord Concerto No. 5 In F Minor by Johann Sebastian Bach,2/12/1999,"February 12,1999",90,96,andras schiff,johann sebastian bach,A2427
6974,873,"String Quartet No. 13 in B flat major, Op. 130 - 5th movement by Ludwig van Beethoven",2/12/1999,"February 12,1999",90,96,andras schiff,ludwig van beethoven,A3004
6970,873,Opening of Sonata in C Major by Wolfgang Amadeus Mozart,2/12/1999,"February 12,1999",90,96,andras schiff,wolfgang amadeus mozart,A5418
6973,873,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,2/12/1999,"February 12,1999",90,96,andras schiff,wolfgang amadeus mozart,A5418
6961,872,"St Matthew Passion - Ach, Golgotha by Johann Sebastian Bach",2/19/1999,"February 19,1999",90,1966,nina cassian,johann sebastian bach,A2427
6943,869,Symphony No. 8 in B minor 'Unfinished' - 2nd movement by Franz Schubert,3/12/1999,"March 12,1999",90,419,charles mackerras,franz schubert,A1618
6940,869,Clarinet Quintet in A major - 3rd movement by Wolfgang Amadeus Mozart,3/12/1999,"March 12,1999",90,419,charles mackerras,wolfgang amadeus mozart,A5418
6941,869,Riconosci in quest' amplesso (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,3/12/1999,"March 12,1999",90,419,charles mackerras,wolfgang amadeus mozart,A5418
6933,868,Goldberg Variations - Variations Nos. 1 & 2 by Johann Sebastian Bach,3/19/1999,"March 19,1999",90,875,fay maschler,johann sebastian bach,A2427
6916,866,Lacrymosa (from Requiem Mass) by Giuseppe Verdi,4/2/1999,"April 2,1999",90,1694,luise rainer,giuseppe verdi,A1815
6919,866,Sonata for Solo Violin No. 1 in G minor - 2nd movement by Johann Sebastian Bach,4/2/1999,"April 2,1999",90,1694,luise rainer,johann sebastian bach,A2427
6915,866,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight' by Ludwig van Beethoven",4/2/1999,"April 2,1999",90,1694,luise rainer,ludwig van beethoven,A3004
6917,866,Symphony No. 7 in A major - 2nd movement by Ludwig van Beethoven,4/2/1999,"April 2,1999",90,1694,luise rainer,ludwig van beethoven,A3004
6908,865,Nessun dorma by Giacomo Puccini,4/9/1999,"April 9,1999",90,2276,richard dunwoody,giacomo puccini,A1790
6901,864,Gavotte by Johann Sebastian Bach,4/16/1999,"April 16,1999",90,2009,paco pena,johann sebastian bach,A2427
6899,864,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight' by Ludwig van Beethoven",4/16/1999,"April 16,1999",90,2009,paco pena,ludwig van beethoven,A3004
6904,864,Requiem in D minor by Wolfgang Amadeus Mozart,4/16/1999,"April 16,1999",90,2009,paco pena,wolfgang amadeus mozart,A5418
6893,863,Act 1 Duet by Giacomo Puccini,4/23/1999,"April 23,1999",90,1526,ken loach,giacomo puccini,A1790
6896,863,Concerto  for Oboe and Violin in D minor by Johann Sebastian Bach,4/23/1999,"April 23,1999",90,1526,ken loach,johann sebastian bach,A2427
6889,863,Symphony No. 5 in C minor - 4th movement by Ludwig van Beethoven,4/23/1999,"April 23,1999",90,1526,ken loach,ludwig van beethoven,A3004
6894,863,Piano Concerto No. 23 in A major by Wolfgang Amadeus Mozart,4/23/1999,"April 23,1999",90,1526,ken loach,wolfgang amadeus mozart,A5418
6875,861,"Grosse Fuge in B flat major, Op. 133 by Ludwig van Beethoven",5/7/1999,"May 7,1999",90,1091,helen bamber,ludwig van beethoven,A3004
6865,860,Violin Concerto in D major by Ludwig van Beethoven,5/14/1999,"May 14,1999",90,2275,richard dreyfuss,ludwig van beethoven,A3004
6872,860,Symphony No. 6 in F major 'Pastoral' - 4th movement (Thunderstorm) by Ludwig van Beethoven,5/14/1999,"May 14,1999",90,2275,richard dreyfuss,ludwig van beethoven,A3004
6862,859,Che gelida manina (Your tiny hand is frozen) (from La Bohème) by Giacomo Puccini,5/21/1999,"May 21,1999",90,1853,michael green,giacomo puccini,A1790
6863,859,Un bel di vedremo (One fine day) (from Madama Butterfly) by Giacomo Puccini,5/21/1999,"May 21,1999",90,1853,michael green,giacomo puccini,A1790
6846,857,"Libiamo, ne' lieti calici (Brindisi) (from La traviata) by Giuseppe Verdi",6/4/1999,"June 4,1999",90,156,anthony howard,giuseppe verdi,A1815
6841,857,Symphony No. 5 in C minor - 1st movement by Ludwig van Beethoven,6/4/1999,"June 4,1999",90,156,anthony howard,ludwig van beethoven,A3004
6837,856,Piano Concerto No. 14 in E flat major by Wolfgang Amadeus Mozart,6/11/1999,"June 11,1999",90,431,chris bonington,wolfgang amadeus mozart,A5418
6826,855,Symphony No. 5 in C minor - 1st movement by Ludwig van Beethoven,6/18/1999,"June 18,1999",90,240,barry john,ludwig van beethoven,A3004
6817,854,St Matthew Passion - Erbarme dich by Johann Sebastian Bach,6/25/1999,"June 25,1999",90,1234,james dyson,johann sebastian bach,A2427
6818,854,Bassoon Concerto in B flat major by Wolfgang Amadeus Mozart,6/25/1999,"June 25,1999",90,1234,james dyson,wolfgang amadeus mozart,A5418
6816,853,Brandenburg Concerto No. 3 in G major by Johann Sebastian Bach,7/2/1999,"July 2,1999",90,2390,rt hon ann widdecombe mp,johann sebastian bach,A2427
6802,852,Bella figlia dell'amore (from Rigoletto) by Giuseppe Verdi,7/9/1999,"July 9,1999",90,1162,igor aleksander,giuseppe verdi,A1815
6807,852,Agnus Dei (from Requiem Mass) by Giuseppe Verdi,7/9/1999,"July 9,1999",90,1162,igor aleksander,giuseppe verdi,A1815
6801,852,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,7/9/1999,"July 9,1999",90,1162,igor aleksander,ludwig van beethoven,A3004
6799,851,Piano Concerto in E flat major - 3rd movement by Wolfgang Amadeus Mozart,7/16/1999,"July 16,1999",90,2011,paddy moloney,wolfgang amadeus mozart,A5418
6789,850,Nessun dorma by Giacomo Puccini,7/23/1999,"July 23,1999",90,1780,martin pipe,giacomo puccini,A1790
6776,848,Concerto for Flute & Harp in C Major by Wolfgang Amadeus Mozart,8/6/1999,"August 6,1999",90,2298,rick stein,wolfgang amadeus mozart,A5418
6766,847,The Dream of Gerontius - Softly and gently (Angel's farewell) by Edward Elgar,8/13/1999,"August 13,1999",90,2035,patricia routledge,edward elgar,A1326
6767,847,String Quintet in C major - 2nd movement by Franz Schubert,8/13/1999,"August 13,1999",90,2035,patricia routledge,franz schubert,A1618
6768,847,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,8/13/1999,"August 13,1999",90,2035,patricia routledge,ludwig van beethoven,A3004
6761,847,Symphony No. 4 in F minor 3rd movement by Peter Ilyich Tchaikovsky,8/13/1999,"August 13,1999",90,2035,patricia routledge,pyotr ilyich tchaikovsky,A3932
6759,846,Symphony No. 1 in A flat major - 3rd movement by Edward Elgar,8/20/1999,"August 20,1999",90,2639,sir roger norrington,edward elgar,A1326
6756,846,Brandenburg Concerto No. 6 in B flat major by Johann Sebastian Bach,8/20/1999,"August 20,1999",90,2639,sir roger norrington,johann sebastian bach,A2427
6753,846,Symphony No. 5 in C minor - 1st movement by Ludwig van Beethoven,8/20/1999,"August 20,1999",90,2639,sir roger norrington,ludwig van beethoven,A3004
6757,846,Cosa sento! (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,8/20/1999,"August 20,1999",90,2639,sir roger norrington,wolfgang amadeus mozart,A5418
6747,845,Sarabande by Johann Sebastian Bach,8/27/1999,"August 27,1999",90,2301,rita dove,johann sebastian bach,A2427
6736,843,"St Matthew Passion - Mache dich, mein Herze by Johann Sebastian Bach",11/5/1999,"November 5,1999",90,2215,ralph fiennes,johann sebastian bach,A2427
6732,843,"Piano Sonata No. 32 in C minor, Op. 111 by Ludwig van Beethoven",11/5/1999,"November 5,1999",90,2215,ralph fiennes,ludwig van beethoven,A3004
6734,843,Mir ist so wunderbar (from Fidelio) by Ludwig van Beethoven,11/5/1999,"November 5,1999",90,2215,ralph fiennes,ludwig van beethoven,A3004
6731,843,Requiem in D minor by Wolfgang Amadeus Mozart,11/5/1999,"November 5,1999",90,2215,ralph fiennes,wolfgang amadeus mozart,A5418
6723,842,Ella giammai m'amò (from Don Carlos) by Giuseppe Verdi,11/12/1999,"November 12,1999",90,2910,willard white,giuseppe verdi,A1815
6725,842,"Toccata, Adagio and Fugue in C major - 2nd movement by Johann Sebastian Bach",11/12/1999,"November 12,1999",90,2910,willard white,johann sebastian bach,A2427
6726,842,"Deh! vieni, alla finestra (from Don Giovanni) by Wolfgang Amadeus Mozart",11/12/1999,"November 12,1999",90,2910,willard white,wolfgang amadeus mozart,A5418
6727,842,Piano Concerto No. 21 in C major - 2nd movement by Wolfgang Amadeus Mozart,11/12/1999,"November 12,1999",90,2910,willard white,wolfgang amadeus mozart,A5418
6693,838,Di Provenza il mar (from La traviata) by Giuseppe Verdi,12/10/1999,"December 10,1999",90,2631,sir richard sykes,giuseppe verdi,A1815
6691,838,Violin Concerto in D major - 2nd movement by Ludwig van Beethoven,12/10/1999,"December 10,1999",90,2631,sir richard sykes,ludwig van beethoven,A3004
6690,838,Piano Concerto No. 11 in F major - 2nd movement by Wolfgang Amadeus Mozart,12/10/1999,"December 10,1999",90,2631,sir richard sykes,wolfgang amadeus mozart,A5418
6692,838,"Via, resti servita (from the Marriage of Figaro) by Wolfgang Amadeus Mozart",12/10/1999,"December 10,1999",90,2631,sir richard sykes,wolfgang amadeus mozart,A5418
6683,837,Che gelida manina (Your tiny hand is frozen) (from La Bohème) by Giacomo Puccini,12/17/1999,"December 17,1999",90,2005,oz clarke,giacomo puccini,A1790
6681,837,St Matthew Passion - Wir setzen uns mit Tränen nieder by Johann Sebastian Bach,12/17/1999,"December 17,1999",90,2005,oz clarke,johann sebastian bach,A2427
6672,835,Mass in B minor  - Gloria in excelsis by Johann Sebastian Bach,12/26/1999,"December 26,1999",90,1843,michael crawford,johann sebastian bach,A2427
